"title_year","currency","movie_title"
"2008","GBR","donkeypunch"
"2006","USA","alltheboyslovemandylane"
"2009","USA","bled"
"1952","USA","highnoon"
"1994","USA","hoopdreams"
"2005","USA","rize"
"2014","USA","destiny"
"2001","USA","lie"
"2014","USA","thesisterhoodofnight"
"2009","USA","bgirl"
"2006","USA","halfnelson"
"1998","USA","naturallynative"
"1997","USA","havplenty"
"2015","USA","adulterers"
"2013","USA","escapefromtomorrow"
"2009","GBR","starsuckers"
"2014","USA","thehadzalastofthefirst"
"2012","USA","after"
"2013","USA","treachery"
"2015","USA","walter"
"1935","USA","tophat"
"1999","USA","theblairwitchproject"
"1970","USA","woodstock"
"1977","USA","thekentuckyfriedmovie"
"2000","USA","mercystreets"
"2007","USA","arnoldspark"
"1998","USA","brokenvessels"
"2013","USA","water&power"
"2015","GBR","theywillhavetokillusfirst"
"2002","USA","cropcirclesquestfortruth"
"2014","USA","lightfromthedarkroom"
"2016","USA","irreplaceable"
"2013","USA","themaidsroom"
"1964","USA","aharddaysnight"
"2011","USA","theharvest/lacosecha"
"1983","USA","loveletters"
"2015","€","julijainalfaromeo"
"2008","USA","fireproof"
"2013","USA","faithconnections"
"1974","USA","benji"
"2003","USA","openwater"
"2011","USA","highroad"
"1977","USA","kingdomofthespiders"
"2005","USA","madhotballroom"
"2003","USA","thestationagent"
"2009","USA","tosavealife"
"2006","USA","wordplay"
"1999","USA","beyondthemat"
"2002","USA","thesinglesward"
"2003","USA","osama"
"2011","USA","sholemaleichemlaughinginthedarkness"
"2000","USA","groove"
"2003","USA","therm"
"1999","USA","twinfallsidaho"
"2004","USA","meancreek"
"1997","USA","hurricanestreets"
"2001","USA","neveragain"
"2002","USA","civilbrand"
"2005","USA","lonesomejim"
"2013","USA","drinkingbuddies"
"2012","USA","deceptivepracticethemysteriesandmentorsofrickyjay"
"1954","USA","sevensamurai"
"2012","USA","theotherdreamteam"
"1991","USA","johnnysuede"
"2007","USA","finishingthegamethesearchforanewbrucelee"
"2010","USA","rubber"
"2007","USA","kissthebride"
"2002","USA","theslaughterrule"
"2010","USA","monsters"
"2005","USA","thecalifornians"
"2007","USA","thelivingwake"
"2012","USA","detentionofthedead"
"2006","CNY","crazystone"
"2006","USA","scottwalker30centuryman"
"2000","USA","everythingputtogether"
"2014","USA","goodkill"
"2005","USA","insomniamanica"
"2014","USA","theoutrageoussophietucker"
"2012","USA","nowisgood"
"2012","USA","girlsgonedead"
"2015","USA","americaisstilltheplace"
"2015","USA","subconscious"
"2011","USA","enternowhere"
"2012","USA","thekingofnajayo"
"2016","USA","fighttothefinish"
"2016","USA","alleluia!thedevilscarnival"
"2014","USA","thesoundandtheshadow"
"2016","USA","rodeogirl"
"2014","USA","borntoflyelizabethstrebvsgravity"
"2016","USA","thelittleponderosazoo"
"1984","USA","thetoxicavenger"
"1991","USA","straightoutofbrooklyn"
"2002","GBR","bloodysunday"
"2015","USA","diamondruff"
"2005","USA","conversationswithotherwomen"
"2006","USA","poultrygeistnightofthechickendead"
"2013","USA","mutualfriends"
"1933","USA","42ndstreet"
"2014","USA","riseoftheentrepreneurthesearchforabetterway"
"1990","USA","metropolitan"
"2004","SEK","asitisinheaven"
"2013","USA","roadside"
"2004","USA","napoleondynamite"
"2013","USA","blueruin"
"2007","USA","paranormalactivity"
"2001","USA","dogtownandzboys"
"1975","GBR","montypythonandtheholygrail"
"2006","USA","quinceaxc3xb1era"
"2003","USA","gorygoryhallelujah"
NA,"USA","heroes"
"2003","USA","tarnation"
"2010","USA","iwantyourmoney"
"2014","USA","loveinthetimeofmonsters"
"1981","USA","thebeyond"
NA,"USA","homemovies"
"2008","USA","whathappensinvegas"
"2005","CAD","thedarkhours"
"1985","GBR","mybeautifullaundrette"
"2002","USA","fabled"
"2004","CAD","showme"
"1972","USA","cries&whispers"
"1916","USA","intolerancelovesstrugglethroughouttheages"
"1997","USA","trekkies"
"1929","USA","thebroadwaymelody"
"1981","USA","theevildead"
"2012","USA","maniac"
"2015","USA","censoredvoices"
"2005","USA","murderball"
"1987","USA","americanninja2theconfrontation"
"2005","USA","51birchstreet"
NA,"USA","revolution"
"2015","USA","rotordr1"
"1957","USA","12angrymen"
"2009","USA","mydogtulip"
"1934","USA","ithappenedonenight"
"2009","USA","dogtooth"
"2003","USA","tupacresurrection"
"1999","USA","tumbleweeds"
"1995","USA","theprophecy"
"1996","USA","whenthecatsaway"
"2003","USA","piecesofapril"
"1998","USA","thebigswap"
"2006","USA","oldjoy"
"2008","USA","wendyandlucy"
"2010","USA","3backyards"
"1965","USA","pierrotlefou"
"2005","USA","sistersinlaw"
"2001","USA","ayurvedaartofbeing"
"1964","USA","nothingbutaman"
"1997","USA","firstlovelastrites"
"2004","USA","fightingtommyriley"
"2009","USA","royalkill"
"2015","USA","thelookingglass"
"1975","USA","deathrace2000"
"2014","USA","locker13"
"1990","USA","midnightcabaret"
"2010","USA","andersonscross"
"2015","USA","bizarre"
"1981","USA","graduationday"
"2011","USA","someguywhokillspeople"
"2012","USA","compliance"
"1997","USA","chasingamy"
"2001","USA","lovely&amazing"
"2010","USA","deathcalls"
"2002","USA","betterlucktomorrow"
"1995","USA","theincrediblytrueadventureoftwogirlsinlove"
"2000","USA","chuck&buck"
"2001","USA","americandesi"
"2014","USA","amidstthedevilswings"
"1997","CAD","cube"
"1996","USA","loveandothercatastrophes"
"1997","USA","imarriedastrangeperson!"
"2004","USA","november"
"2011","USA","likecrazy"
"2015","USA","teethandblood"
"1999","USA","sugartown"
"2005","USA","themotel"
"2013","USA","thecanyons"
NA,"USA","happyvalley"
"2004","USA","ontheouts"
"2007","USA","shotgunstories"
"2009","USA","exam"
"1997","USA","thestickyfingersoftime"
"2008","USA","sundayschoolmusical"
"2010","CAD","rust"
"2009","USA","ink"
"2010","USA","thechristmasbunny"
"2007","USA","jesuspeople"
"1982","USA","butterfly"
"2013","USA","undivided"
"2012","USA","thefrozen"
"2014","USA","horsecamp"
"2014","USA","givemeshelter"
"1925","USA","thebigparade"
"2006","USA","littlebigtop"
"2013","USA","alongtheroadside"
"2008","USA","bronson"
"2015","USA","westernreligion"
"2012","USA","burn"
"2000","USA","urbania"
"1969","USA","thestewardesses"
"1953","USA","thebeastfrom20000fathoms"
"1979","USA","madmax"
"1996","USA","swingers"
"1964","USA","afistfulofdollars"
"1933","USA","shedonehimwrong"
"2004","USA","shortcuttonirvanakumbhmela"
"2010","USA","thegracecard"
"2012","USA","middleofnowhere"
"2010","USA","3"
"2002","USA","thebusinessoffancydancing"
"2008","USA","callresponse"
"2003","USA","malevolence"
"2015","USA","shootingthewarwicks"
"2010","USA","superhybrid"
"2008","USA","baghead"
"2014","USA","solitude"
"2004","€","thecaseofthegrinningcat"
"1955","USA","ordet"
"2008","USA","gooddick"
"2007","USA","themanfromearth"
"2006","USA","thetrialsofdarrylhunt"
"2004","USA","anamericangirlholiday"
"2008","USA","yesterdaywasalie"
"2012","USA","theresaisamother"
"2014","USA","h"
"2012","USA","archaeologyofawoman"
"1997","USA","childrenofheaven"
"2011","GBR","weekend"
"1986","USA","shesgottahaveit"
"2014","USA","butterflygirl"
"2015","USA","theworldismine"
"2011","USA","anotherearth"
"1971","USA","sweetsweetbacksbaadassssssong"
"2014","USA","perfectcowboy"
"2000","USA","tadpole"
"2007","€","once"
"1999","USA","thewomanchaser"
"2009","USA","thehorseboy"
"2012","USA","whenthelightswentout"
"2015","USA","heroesofdirt"
"1965","USA","acharliebrownchristmas"
"2015","USA","antarcticedge70xc2xb0south"
"2013","USA","aroused"
"2014","USA","topspin"
"1989","USA","roger&me"
"2014","USA","anamericaninhollywood"
"2011","USA","soundofmyvoice"
"2013","USA","thebrainthatsings"
"2005","USA","thebloodofmybrother"
"2011","USA","yoursisterssister"
"2015","USA","romanticschemer"
"2007","USA","adogsbreakfast"
"1964","USA","unefemmemarixc3xa9e"
"2016","USA","thebirthofanation"
"2003","USA","theworkandthestory"
"2006","USA","facingthegiants"
"2015","USA","thegallows"
"1977","USA","eraserhead"
"1920","USA","overthehilltothepoorhouse"
"1987","USA","hollywoodshuffle"
"1998","USA","themighty"
"1979","USA","penitentiary"
"2001","USA","thelostskeletonofcadavra"
"2014","USA","dudewheresmydog?!"
"2013","USA","cheapthrills"
"2012","CAD","indiegamethemovie"
"2007","GBR","closure"
"1948","USA","opensecret"
"2013","USA","echodr"
"1971","USA","thenightvisitor"
"2014","USA","thepastisagrotesqueanimal"
"2004","USA","peacepropaganda&thepromisedland"
"1998","USA","pi"
"1997","USA","iloveyoudonttouchme!"
"1998","USA","20dates"
"2015","USA","queencrab"
"2004","USA","supersizeme"
"2011","USA","thefp"
"2014","USA","happychristmas"
"1962","USA","thebrainthatwouldntdie"
"2014","USA","tigerorange"
"2012","USA","supportingcharacters"
"2011","USA","absentia"
"1995","USA","thebrothersmcmullen"
"2013","USA","thedirties"
"1983","USA","gabriela"
"2010","USA","tinyfurniture"
"2012","USA","hayride"
"2006","USA","thenakedape"
"2015","USA","counting"
"2005","USA","thecallofcthulhu"
"2013","USA","bendingsteel"
"2014","USA","thesignal"
"2014","USA","theimagerevolution"
"2013","USA","thisismartinbonner"
"2013","USA","atruestory"
"2000","USA","georgewashington"
"1999","USA","smilingfish&goatonfire"
"2014","USA","dawnofthecrescentmoon"
"2011","USA","raymonddidit"
"1978","USA","thelastwaltz"
"2012","USA","runhidedie"
"2009","USA","theexplodinggirl"
"2007","USA","thelegendofgodsgun"
"2005","USA","mutualappreciation"
"2013","USA","hercrylalloronainvestigation"
"2009","USA","downterrace"
"1994","USA","clerks"
"1971","USA","pinknarcissus"
"2002","USA","funnyhaha"
"1997","USA","inthecompanyofmen"
"2002","USA","manito"
"2009","USA","rampage"
"1991","USA","slacker"
"2015","USA","dutchkills"
"2013","USA","dryspell"
"2003","USA","flywheel"
"2015","USA","exeter"
"2011","USA","theridges"
"2005","USA","thepuffychair"
"2014","USA","storiesofourlives"
"2009","USA","breakingupwards"
"2011","USA","allsuperheroesmustdie"
"1972","USA","pinkflamingos"
"2004","GBR","clean"
"2000","USA","thecircle"
"2007","€","tincanman"
"1997","JPY","thecure"
"2004","USA","onthedownlow"
"2012","USA","sanctuar"
"2004","USA","primer"
"2005","USA","cavite"
"1992","USA","elmariachi"
"2005","USA","themongolking"
"2011","USA","newlyweds"
"2013",NA,"signedsealeddelivered"
NA,NA,"thefollowing"
"2013","USA","aplaguesopleasant"
"2012",NA,"shanghaicalling"
"2004","USA","mydatewithdrew"
