"title_year","currency","movie_title"
"1996","USA","bloodandwine"
"1997","USA","snowwhiteataleofterror"
"2001","USA","thecurseofthejadescorpion"
"2015","USA","accidentallove"
"1996","USA","flipper"
"2015","USA","self/less"
"2005","GBR","theconstantgardener"
"2004","USA","thepassionofthechrist"
"1993","USA","mrsdoubtfire"
"1988","USA","rainman"
"2008","USA","grantorino"
"2008","USA","w"
"2008","USA","taken"
"2014","USA","thebestofme"
"1992","USA","thebodyguard"
"1993","USA","schindlerslist"
"2011","USA","thehelp"
"2013","USA","thefifthestate"
"2004","USA","scoobydoo2monstersunleashed"
"2014","USA","viy"
"2003","USA","freddyvsjason"
"2014","USA","thefaceofanangel"
"2001","USA","jimmyneutronboygenius"
"2008","USA","cloverfield"
"1991","USA","teenagemutantninjaturtlesiithesecretoftheooze"
"1987","USA","theuntouchables"
"2007","USA","nocountryforoldmen"
"2014","USA","ridealong"
"2001","USA","bridgetjonessdiary"
"2000","USA","chocolat"
"2003","USA","legallyblonde2redwhite&blonde"
"2012","USA","parentalguidance"
"2011","USA","nostringsattached"
"1993","USA","tombstone"
"2000","USA","romeomustdie"
"1976","USA","theomen"
"2006","USA","finaldestination3"
"2012","USA","theluckyone"
"2007","USA","bridgetoterabithia"
"2004","USA","findingneverland"
"2013","USA","amadeachristmas"
"2011","USA","thegrey"
"2005","USA","hideandseek"
"2004","USA","anchormanthelegendofronburgundy"
"1990","USA","goodfellas"
"2003","USA","agentcodybanks"
"2005","USA","nannymcphee"
"1983","USA","scarface"
"1997","USA","nothingtolose"
"1987","USA","thelastemperor"
"2012","USA","contraband"
"1997","USA","moneytalks"
"2007","USA","therewillbeblood"
"2002","USA","thewildthornberrysmovie"
"2003","USA","rugratsgowild"
"2002","USA","undercoverbrother"
"2005","USA","thesisterhoodofthetravelingpants"
"2001","USA","kissofthedragon"
"2008","USA","thehousebunny"
"2005","USA","beautyshop"
"2014","USA","milliondollararm"
"2014","USA","thegiver"
"2003","USA","whatagirlwants"
"2003","USA","jeeperscreepersii"
"2007","USA","goodluckchuck"
"2003","USA","cradle2thegrave"
"2002","USA","thehours"
"2006","USA","shestheman"
"2007","USA","mrbeansholiday"
"2004","USA","anacondasthehuntforthebloodorchid"
"2013","USA","bloodties"
"2007","USA","augustrush"
"1998","USA","elizabeth"
"1998","USA","brideofchucky"
"1970","USA","tora!tora!tora!"
"1997","USA","spiceworld"
"2011","USA","thesitter"
"2009","USA","danceflick"
"1994","USA","theshawshankredemption"
"2001","USA","crocodiledundeeinlosangeles"
"1996","USA","kingpin"
"2014","USA","thegambler"
"2013","USA","augustosagecounty"
"2005","USA","iceprincess"
"2005","USA","alotlikelove"
"2016","USA","eddietheeagle"
"1998","USA","hegotgame"
"1994","USA","donjuandemarco"
NA,"USA","shaunthesheep"
"2010","USA","dearjohn"
"2010","USA","thelosers"
"2010","USA","dontbeafraidofthedark"
"2007","USA","war"
"2002","USA","punchdrunklove"
"2004","USA","eurotrip"
"2002","USA","halfpastdead"
"2006","USA","unaccompaniedminors"
"1988","USA","brightlightsbigcity"
"1996","USA","theadventuresofpinocchio"
"2005","USA","thegreatestgameeverplayed"
"2009","USA","thebox"
"2008","USA","theruins"
"2000","USA","thenextbestthing"
"2010","USA","mysoultotake"
"2004","USA","thegirlnextdoor"
"1996","USA","maximumrisk"
"2002","USA","stealingharvard"
"2015","USA","legend"
"2007","USA","hotrod"
"2011","USA","sharknight3d"
"1999","USA","angelasashes"
"2014","USA","draftday"
"1985","USA","lifeforce"
NA,"USA","thepowerpuffgirls"
"2010","USA","theconspirator"
"2005","USA","lordsofdogtown"
"2015","USA","the33"
"1986","USA","bigtroubleinlittlechina"
"2012","€","aperfectplan"
"2011","USA","warrior"
"1996","USA","michaelcollins"
"1993","USA","gettysburg"
"2008","USA","stoploss"
"2002","USA","abandon"
"1999","USA","brokedownpalace"
"2012","USA","thepossession"
"1996","USA","mrswinterbourne"
"2011","USA","strawdogs"
"2006","USA","thehoax"
"1991","USA","stonecold"
"2009","USA","theroad"
"1984","USA","sheena"
"2005","USA","underclassman"
"2001","USA","sayitisntso"
"2005","USA","theworldsfastestindian"
"1995","USA","tankgirl"
"2005","USA","kingsransom"
"2008","USA","blindness"
"2005","USA","bloodrayne"
"2011","USA","carnage"
"2005","USA","wherethetruthlies"
"2012","USA","cirquedusoleilworldsaway"
"1998","USA","withoutlimits"
"2008","USA","meandorsonwelles"
"2013","€","thebestoffer"
"2009","USA","badlieutenantportofcallneworleans"
"2010","USA","aturtlestalesammysadventures"
"2010","USA","littlewhitelies"
"2010","USA","loveranch"
"2009","USA","thetruestoryofpussnboots"
"2010","USA","spacedogs"
"2013","USA","thecounselor"
"2011","USA","ironclad"
"1970","USA","waterloo"
"2014","USA","kungfukiller"
"2014","USA","redsky"
"1988","USA","dangerousliaisons"
"2012","USA","ontheroad"
"1986","USA","startrekivthevoyagehome"
"2006","USA","rockybalboa"
"1997","USA","scream2"
"2016","USA","janegotagun"
"2014","USA","thinklikeamantoo"
"2000","USA","thewholenineyards"
"1984","USA","footloose"
"2003","USA","oldschool"
"1991","USA","thefisherking"
"1998","USA","istillknowwhatyoudidlastsummer"
"2000","USA","returntome"
"2008","USA","zackandmirimakeaporno"
"2000","USA","nursebetty"
"2009","USA","themenwhostareatgoats"
"2001","USA","doubletake"
"1999","USA","girlinterrupted"
"2004","USA","winadatewithtadhamilton!"
"1999","USA","muppetsfromspace"
"1978","USA","thewiz"
"2000","USA","readytorumble"
"1999","USA","playittothebone"
"2011","USA","idontknowhowshedoesit"
"2010","USA","piranha3d"
"2004","USA","beyondthesea"
"1998","USA","meetthedeedles"
"1993","USA","theprincessandthecobbler"
"2004","USA","thebridgeofsanluisrey"
"2010","USA","faster"
"2004","USA","howlsmovingcastle"
"2009","USA","zombieland"
"1998","USA","thewaterboy"
"1980","USA","starwarsepisodevtheempirestrikesback"
"1995","USA","badboys"
"1991","USA","thenakedgun2xc2xbdthesmelloffear"
"2000","USA","finaldestination"
"2011","USA","theidesofmarch"
"2000","USA","pitchblack"
"2001","USA","someonelikeyou"
"2013","USA","her"
"2001","USA","joyride"
"2013","USA","theadventurerthecurseofthemidasbox"
"1999","USA","anywherebuthere"
"2000","USA","thecrew"
"2011","USA","haywire"
"1987","USA","jawstherevenge"
"1996","USA","marvinsroom"
"2008","USA","thelongshots"
"1999","USA","theendoftheaffair"
"1991","USA","harleydavidsonandthemarlboroman"
"2007","USA","inthevalleyofelah"
"2009","€","cocobeforechanel"
"2015","USA","forsaken"
"2009","USA","chxc3xa9ri"
NA,"USA","rogue"
"2004","USA","vanityfair"
"2009","USA","bodyguardsandassassins"
"2007","USA","1408"
"1987","USA","spaceballs"
"2014","USA","thewaterdiviner"
"1990","USA","ghost"
"1998","USA","theressomethingaboutmary"
"1994","USA","thesantaclause"
"2002","USA","therookie"
"2007","USA","thegameplan"
"1995","USA","thebridgesofmadisoncounty"
"2001","USA","theanimal"
"1982","USA","gandhi"
"2014","USA","thehundredfootjourney"
"1995","USA","thenet"
"2001","USA","iamsam"
"2014","USA","sonofgod"
"2003","USA","underworld"
"2005","USA","derailed"
"2009","USA","theinformant!"
"1993","USA","shadowlands"
"2005","USA","deucebigaloweuropeangigolo"
"2013","USA","deliveryman"
"2016","USA","ourkindoftraitor"
"2001","USA","savingsilverman"
"2012","USA","diaryofawimpykiddogdays"
"1999","USA","summerofsam"
"2001","USA","jayandsilentbobstrikeback"
"2001","USA","theglasshouse"
"2016","USA","hailcaesar!"
"2001","USA","josieandthepussycats"
"2013","USA","homefront"
"2000","USA","thelittlevampire"
"2004","USA","ihearthuckabees"
"1993","USA","robocop3"
"2001","USA","megiddotheomegacode2"
"1970","USA","darlinglili"
"1999","USA","dudleydoright"
"2015","USA","thetransporterrefueled"
"2004","USA","thelibertine"
"2006","USA","blackbook"
"2005","USA","joyeuxnoel"
"2012","USA","hitandrun"
"2008","USA","madmoney"
"2014","USA","beforeigotosleep"
"1977","USA","sorcerer"
"2010","USA","stone"
"2007","€","molixc3xa8re"
"2013","USA","outofthefurnace"
"2007","USA","michaelclayton"
"1996","USA","myfellowamericans"
"1999","USA","arlingtonroad"
"2013","USA","underdogs"
"2012","€","toromewithlove"
"1982","USA","firefox"
"1999","USA","southparkbiggerlonger&uncut"
"2007","USA","deathatafuneral"
"1993","USA","teenagemutantninjaturtlesiii"
"2001","USA","hardball"
"2012","USA","silverliningsplaybook"
"2007","USA","freedomwriters"
"2010","USA","forcoloredgirls"
"2002","USA","thetransporter"
"2008","USA","neverbackdown"
"1999","USA","theragecarrie2"
NA,"USA","thebachelor"
"2009","USA","awaywego"
"2008","USA","swingvote"
"2002","USA","moonlightmile"
"2011","GBR","tinkertailorsoldierspy"
"1999","USA","molly"
"2011","USA","thebeaver"
"1982","USA","thebestlittlewhorehouseintexas"
"1999","CAD","existenz"
"1981","USA","raidersofthelostark"
"1992","USA","homealone2lostinnewyork"
"1977","USA","closeencountersofthethirdkind"
"2006","USA","pulse"
"1987","USA","beverlyhillscopii"
"2003","USA","bringingdownthehouse"
"1991","USA","thesilenceofthelambs"
"1992","USA","waynesworld"
"2010","USA","jackass3d"
"1978","USA","jaws2"
"2008","USA","beverlyhillschihuahua"
"2013","USA","theconjuring"
"2005","USA","arewethereyet?"
"2014","USA","tammy"
"2003","USA","schoolofrock"
"1995","USA","mortalkombat"
"2004","USA","whitechicks"
"2011","USA","thedescendants"
"2003","USA","holes"
"2010","USA","thelastsong"
"2013","USA","12yearsaslave"
"2002","USA","drumline"
"2010","USA","whydidigetmarriedtoo?"
"1990","USA","edwardscissorhands"
"2016","USA","mebeforeyou"
"2012","USA","madeaswitnessprotection"
"1971","USA","thefrenchconnection"
"2016","USA","badmoms"
"2006","USA","datemovie"
"2002","USA","returntoneverland"
"2014","USA","selma"
"2003","USA","thejunglebook2"
"2005","USA","boogeyman"
"2007","USA","premonition"
"2000","USA","thetiggermovie"
"2009","USA","orphan"
"2015","USA","max"
NA,"USA","meetthebrowns"
"2007","USA","epicmovie"
"2015","USA","spotlight"
"2008","USA","lakeviewterrace"
"2006","USA","thegrudge2"
"1998","USA","howstellagothergrooveback"
"1991","USA","bill&tedsbogusjourney"
"2006","USA","manoftheyear"
"1979","USA","theblackhole"
"2010","USA","theamerican"
"1997","USA","selena"
"2010","USA","vampiressuck"
"2006","USA","babel"
"2014","USA","thisiswhereileaveyou"
"2008","USA","doubt"
"2004","USA","teamamericaworldpolice"
"2013","USA","texaschainsaw3d"
"1995","USA","copycat"
"2013","USA","scarymovie5"
"1969","USA","paintyourwagon"
"2008","USA","milk"
"2016","USA","risen"
"2002","USA","ghostship"
"2011","USA","averyharold&kumar3dchristmas"
"1998","USA","wildthings"
"2009","USA","thestepfather"
"2010","USA","thedebt"
"2000","USA","highfidelity"
"2008","USA","onemissedcall"
"1996","USA","eyeforaneye"
"2008","USA","thebankjob"
"2004","USA","eternalsunshineofthespotlessmind"
"2010","USA","youagain"
"2008","USA","streetkings"
"2013","USA","theworldsend"
"2007","USA","nancydrew"
"2009","USA","daybreakers"
"2010","USA","shesoutofmyleague"
"2011","USA","montecarlo"
"2006","USA","stayalive"
"1990","USA","quigleydownunder"
"2010","USA","alphaandomega"
"2006","USA","thecovenant"
"2006","USA","stickit"
"2009","USA","shorts"
"1995","USA","todiefor"
"2016","USA","nerve"
"2008","USA","appaloosa"
"1998","USA","vampires"
NA,"USA","yugioh!duelmonsters"
"1960","USA","psycho"
"2008","USA","mybestfriendsgirl"
"2014","USA","endlesslove"
"2007","USA","georgiarule"
"1981","USA","undertherainbow"
"1985","USA","ladyhawke"
"1998","USA","simonbirch"
"2007","USA","reignoverme"
"2007","USA","intothewild"
"2006","USA","schoolforscoundrels"
"2012","USA","silenthillrevelation3d"
"1996","USA","fromdusktilldawn"
"2005","USA","poohsheffalumpmovie"
"1995","USA","homefortheholidays"
"2004","USA","kungfuhustle"
NA,"USA","firedup"
"2002","USA","thecountrybears"
"2007","USA","thekiterunner"
"2003","USA","21grams"
"2004","USA","paparazzi"
"2003","USA","aguything"
"2000","USA","loser"
"2009","USA","capitalismalovestory"
"1965","USA","thegreateststoryevertold"
"2015","USA","secretintheireyes"
"2008","USA","disastermovie"
"2009","USA","armored"
"1997","USA","themanwhoknewtoolittle"
"2011","USA","whatsyournumber?"
"2012","USA","lockout"
"2004","USA","envy"
"2009","USA","crankhighvoltage"
"1994","USA","bulletsoverbroadway"
"2006","USA","onenightwiththeking"
"2002","USA","thequietamerican"
"2005","USA","theweatherman"
"2002","USA","undisputed"
"2008","USA","ghosttown"
"2009","USA","12rounds"
"2010","USA","letmein"
"1994","USA","3ninjaskickback"
"2008","USA","bekindrewind"
"2005","USA","mrshendersonpresents"
"2016","USA","triple9"
"1997","USA","deconstructingharry"
"1999","USA","threetotango"
"2015","USA","burnt"
"1989","USA","werenoangels"
"1996","USA","everyonesaysiloveyou"
"2007","USA","deathsentence"
"2009","USA","everybodysfine"
"2004","USA","superbabiesbabygeniuses2"
"2005","USA","theman"
"2007","USA","codenamethecleaner"
"2004","USA","connieandcarla"
"1969","USA","sweetcharity"
"2014","USA","inherentvice"
"2006","USA","doogal"
"2013","USA","battleoftheyear"
NA,"USA","perception"
"2008","USA","anamericancarol"
"2013","USA","machetekills"
"2003","USA","willard"
"2008","USA","strangewilderness"
"1999","GBR","topsyturvy"
"2015","USA","littleboy"
"2011","€","adangerousmethod"
"2006","USA","ascannerdarkly"
"2012","USA","chasingmavericks"
"2005","USA","aloneinthedark"
"2009","USA","bandslam"
"2004","USA","birth"
"2014","USA","amostviolentyear"
"2008","CAD","passchendaele"
"2008","USA","flashofgenius"
"2007","USA","imnotthere"
"2012","USA","thecoldlightofday"
"2008","USA","thebrothersbloom"
"2008","USA","synecdochenewyork"
"1997","JPY","princessmononoke"
"2003","USA","bonvoyage"
"1980","USA","cantstopthemusic"
"2005","USA","theproposition"
"2015","USA","courage"
"2003","USA","marcix"
"2002","USA","equilibrium"
"2008","USA","thechildrenofhuangshi"
"2000","USA","theyards"
"2012","USA","theoogielovesinthebigballoonadventure"
"2015","USA","bythesea"
"2004","JPY","steamboy"
"2005","USA","thegameoftheirlives"
"2010","USA","allgoodthings"
"1994","USA","rapanui"
"2008","USA","cj7"
"1998","FRF","lescouloirsdutempslesvisiteursii"
"2010","USA","dylandogdeadofnight"
"2002","USA","peopleiknow"
NA,"USA","thedoomboltchase"
"2010","USA","thetempest"
"2015","USA","regression"
"2007","USA","thetouch"
"2008","USA","threekingdomsresurrectionofthedragon"
"2007","USA","shattered"
"2012","USA","zambezia"
"2014","USA","ramanujan"
"2014","USA","dwegonsandleprechauns"
"2016","USA","handsofstone"
"2015","USA","survivor"
"2013","USA","thefrozenground"
"2006","USA","thepaintedveil"
"2008","€","thebaadermeinhofcomplex"
"1990","USA","danceswithwolves"
"2011","USA","badteacher"
"1989","USA","seaoflove"
"2004","USA","acinderellastory"
"1996","USA","scream"
"2001","USA","thir13enghosts"
"1980","USA","theshining"
"1985","USA","backtothefuture"
"1999","USA","houseonhauntedhill"
"2009","USA","icandobadallbymyself"
"2016","USA","fightvalley"
"2010","USA","theswitch"
"2003","USA","justmarried"
"2011","€","thedevilsdouble"
NA,"USA","gonebabygone"
"2000","USA","thomasandthemagicrailroad"
"2010","USA","thecrazies"
"2001","USA","spiritedaway"
"2013","USA","firestorm"
"1984","USA","thebounty"
"2013","USA","thebookthief"
"2008","USA","sexdrive"
"2010","USA","leapyear"
"1964","USA","thefalloftheromanempire"
"2011","USA","takemehometonight"
"2012","USA","wontbackdown"
"1993","USA","thenutcracker"
"1996","USA","kansascity"
"2016","USA","indignation"
"2005","USA","theamityvillehorror"
"2002","USA","adaptation"
"2005","USA","landofthedead"
"2013","USA","outofinferno"
"1998","USA","fearandloathinginlasvegas"
"2009","USA","theinventionoflying"
"2014","USA","neighbors"
"1994","USA","themask"
"1988","USA","big"
"2006","USA","boratculturallearningsofamericaformakebenefitgloriousnationofkazakhstan"
"2001","USA","legallyblonde"
"1984","USA","startrekiiithesearchforspock"
"2005","USA","theexorcismofemilyrose"
"1999","USA","deucebigalowmalegigolo"
"2014","USA","leftbehind"
"2005","USA","thefamilystone"
"2004","USA","barbershop2backinbusiness"
"2003","USA","badsanta"
"1997","USA","austinpowersinternationalmanofmystery"
"2016","USA","mybigfatgreekwedding2"
"2011","USA","diaryofawimpykidrodrickrules"
"1987","USA","predator"
"1984","USA","amadeus"
"2008","USA","promnight"
"2004","USA","meangirls"
"2003","USA","underthetuscansun"
"2001","USA","gosfordpark"
NA,"USA","theoc"
"1986","USA","peggysuegotmarried"
"2014","USA","birdmanortheunexpectedvirtueofignorance"
"2013","USA","bluejasmine"
"2006","USA","united93"
"2003","USA","honey"
"1996","USA","spyhard"
"1980","USA","thefog"
"2011","USA","soulsurfer"
"1970","USA","catch22"
"2009","USA","observeandreport"
"1984","USA","conanthedestroyer"
"1980","USA","ragingbull"
"2009","USA","lovehappens"
"1985","USA","youngsherlockholmes"
"2009","USA","fame"
"2010","USA","127hours"
"2000","USA","smalltimecrooks"
"2000","USA","centerstage"
"2015","USA","lovethecoopers"
"2004","USA","catchthatkid"
"2001","USA","lifeasahouse"
"2015","USA","stevejobs"
"2009","USA","iloveyoubethcooper"
"2009","USA","youthinrevolt"
"1981","USA","thelegendoftheloneranger"
"2001","USA","thetailorofpanama"
"1981","USA","blowout"
"2013","USA","getaway"
"1997","USA","theicestorm"
"2014","USA","andsoitgoes"
"1989","USA","troopbeverlyhills"
"2004","USA","beingjulia"
"1986","USA","9xc2xbdweeks"
"1981","USA","dragonslayer"
"2009","€","thelaststation"
"1994","USA","edwood"
"2013","USA","laborday"
"2007","USA","mongoltheriseofgenghiskhan"
"2008","USA","rocknrolla"
"1982","USA","megaforce"
"1996","USA","hamlet"
"2009","USA","maoslastdancer"
"2016","USA","midnightspecial"
"2003","USA","anythingelse"
"2013","USA","therailwayman"
NA,"USA","unforgettable"
"2009","€","thewhiteribbon"
"2016","USA","restoration"
"1986","USA","thewraith"
"2002","USA","thesaltonsea"
"2013","USA","metallicathroughthenever"
"2008","USA","theinformers"
NA,"USA","carlos"
"2009","USA","icomewiththerain"
"1999","USA","onemanshero"
"1985","USA","dayofthedead"
"2016","USA","iamwrath"
"2006","€","renaissance"
"1985","USA","redsonja"
"2012","€","redlights"
"2007","USA","superbad"
"2009","USA","madeagoestojail"
"2014","USA","wolves"
"2008","USA","stepup2thestreets"
"2005","USA","hoodwinked!"
"2004","USA","hotelrwanda"
"2007","USA","hitman"
"2013","USA","blacknativity"
"2014","USA","theprince"
"2002","USA","cityofghosts"
"2001","USA","theothers"
"1986","USA","aliens"
"1964","USA","myfairlady"
"1997","USA","iknowwhatyoudidlastsummer"
"2014","USA","letsbecops"
"2004","USA","sideways"
"2006","USA","beerfest"
"1978","USA","halloween"
"2003","USA","goodboy!"
"2013","USA","thebestmanholiday"
"2006","USA","smokinaces"
"2010","USA","saw3dthefinalchapter"
"2002","USA","40daysand40nights"
"1998","USA","anightattheroxbury"
"2011","USA","beastly"
"2006","USA","thehillshaveeyes"
"2003","USA","dickierobertsformerchildstar"
"2015","USA","mcfarlandusa"
"2010","USA","lotteryticket"
"2006","USA","atl"
"2012","USA","pitchperfect"
"2001","USA","summercatch"
"1998","USA","asimpleplan"
"2002","USA","they"
"2006","USA","larrythecableguyhealthinspector"
"1999","USA","theadventuresofelmoingrouchland"
"2009","USA","brooklynsfinest"
"1963","USA","55daysatpeking"
"2013","USA","evildead"
"2009","USA","mylifeinruins"
"2006","USA","americandreamz"
"1987","USA","supermanivthequestforpeace"
"2007","USA","howshemove"
"2006","USA","runningscared"
"2004","USA","bobbyjonesstrokeofgenius"
"1986","USA","shanghaisurprise"
"2006","USA","theillusionist"
"1981","USA","roar"
"2003","USA","veronicaguerin"
"2014","USA","escobarparadiselost"
"2006","USA","southlandtales"
"2008","€","dragonhunters"
"1977","USA","damnationalley"
"2012","USA","theapparition"
"1991","USA","mygirl"
"2006","USA","furanimaginaryportraitofdianearbus"
"1987","USA","wallstreet"
"1995","USA","senseandsensibility"
"2007","USA","becomingjane"
"2007","USA","sydneywhite"
"2003","USA","houseofsandandfog"
"1989","USA","deadpoetssociety"
"1994","USA","dumb&dumber"
"1989","USA","whenharrymetsally"
"1982","USA","theverdict"
"2000","USA","roadtrip"
"1999","USA","varsityblues"
"2011","USA","theartist"
"2009","USA","theunborn"
"2012","USA","moonrisekingdom"
"2006","USA","thetexaschainsawmassacrethebeginning"
"2016","USA","theyoungmessiah"
"2002","USA","themasterofdisguise"
"2006","€","panslabyrinth"
NA,"USA","themessengers"
"2001","USA","seespotrun"
"2001","USA","babyboy"
"2011","USA","theroommate"
"2001","USA","joedirt"
"1991","USA","doubleimpact"
"2007","GBR","hotfuzz"
"2008","USA","thewomen"
"2008","USA","vickycristinabarcelona"
"2007","€","arntheknighttemplar"
"2000","USA","boysandgirls"
"2002","USA","whiteoleander"
"2009","USA","jennifersbody"
"2000","USA","drowningmona"
"1987","USA","radiodays"
"2010","USA","rememberme"
"2003","USA","howtodeal"
"1988","USA","mystepmotherisanalien"
"1993","USA","philadelphia"
"1999","USA","thethirteenthfloor"
"2004","USA","thecookout"
"1979","USA","meteor"
"2000","USA","duets"
"2002","USA","hollywoodending"
"1999","USA","detroitrockcity"
"1986","USA","highlander"
"2007","USA","thingswelostinthefire"
"1997","USA","steel"
"2013","USA","theimmigrant"
"2005","USA","thewhitecountess"
"2013","USA","trance"
"2004","USA","soulplane"
"2008","€","welcometothesticks"
"2008","USA","good"
"2009","€","enterthevoid"
"2012","USA","vamps"
"2009","USA","hachiadogstale"
"2013","USA","zulu"
"2014","USA","thehomesman"
"2002","USA","juwannamann"
NA,"NOK","lilyhammer"
"2002","USA","ararat"
"2001","USA","madison"
"2005","USA","slowburn"
"2001","€","wasabi"
"2006","USA","slither"
"1984","USA","beverlyhillscop"
"1990","USA","homealone"
"1987","USA","3menandababy"
"1982","USA","tootsie"
"1986","USA","topgun"
"2000","USA","crouchingtigerhiddendragon"
"1999","USA","americanbeauty"
"2010","USA","thekingsspeech"
"1988","USA","twins"
NA,"USA","screamthetvseries"
"2008","USA","theyellowhandkerchief"
"1985","USA","thecolorpurple"
"2009","USA","tidalwave"
"2016","USA","benhur"
"2014","USA","theimitationgame"
"1980","USA","privatebenjamin"
"1980","USA","coalminersdaughter"
"2010","USA","diaryofawimpykid"
"2013","USA","mama"
"1983","USA","nationallampoonsvacation"
"2013","USA","badgrandpa"
"2006","GBR","thequeen"
"1988","USA","beetlejuice"
"2007","USA","whydidigetmarried?"
"1994","USA","littlewomen"
"2012","USA","thewomaninblack"
"2006","USA","whenastrangercalls"
"2002","USA","bigfatliar"
"1978","USA","thedeerhunter"
"1997","USA","wagthedog"
"2003","USA","thelizziemcguiremovie"
"2013","USA","snitch"
"2015","USA","krampus"
"1998","USA","thefaculty"
"1993","USA","whatslovegottodowithit"
"1997","USA","copland"
"2001","USA","notanotherteenmovie"
"2012","USA","endofwatch"
"2000","USA","theskulls"
"2014","USA","thetheoryofeverything"
"2003","USA","malibusmostwanted"
"2000","USA","wheretheheartis"
"1962","USA","lawrenceofarabia"
"2009","USA","halloweenii"
"2014","USA","wild"
"2009","USA","thelasthouseontheleft"
"2005","USA","theweddingdate"
"2002","USA","halloweenresurrection"
"1987","USA","theprincessbride"
"2007","USA","thegreatdebaters"
"2011","USA","drive"
"2004","USA","confessionsofateenagedramaqueen"
"1998","USA","theobjectofmyaffection"
"2007","USA","28weekslater"
"2014","USA","whenthegamestandstall"
"2005","USA","becauseofwinndixie"
"2000","USA","love&basketball"
"1997","USA","grossepointeblank"
"2009","USA","allaboutsteve"
"2000","USA","bookofshadowsblairwitch2"
"1996","USA","thecraft"
"2005","USA","matchpoint"
"2010","USA","ramonaandbeezus"
"1993","USA","theremainsoftheday"
"1997","USA","boogienights"
"1993","USA","nowheretorun"
"2006","USA","flicka"
"2007","USA","thehillshaveeyesii"
"2000","USA","urbanlegendsfinalcut"
"2002","USA","tuckeverlasting"
"2006","USA","themarine"
"2016","USA","keanu"
"2010","USA","countrystrong"
"1998","USA","disturbingbehavior"
"2012","USA","theplacebeyondthepines"
"2014","USA","thenovemberman"
"1999","USA","eyeofthebeholder"
"2008","USA","thehurtlocker"
"1984","USA","firestarter"
"2012","USA","killingthemsoftly"
"2014","USA","amostwantedman"
"2001","USA","freddygotfingered"
"2008","USA","thepirateswhodontdoanythingaveggietalesmovie"
"2007","USA","u23d"
"2000","USA","highlanderendgame"
"2006","USA","idlewild"
"2011","USA","oneday"
"2009","USA","whipit"
"2001","USA","knockaroundguys"
"2003","USA","confidence"
"1999","USA","themuse"
"2004","USA","delovely"
"1989","USA","newyorkstories"
"1998","USA","barneysgreatadventure"
"2012","USA","themanwiththeironfists"
"1998","USA","homefries"
"2000","USA","hereonearth"
"1985","USA","brazil"
"2004","USA","raiseyourvoice"
NA,"USA","thedeadzone"
"1998","USA","thebiglebowski"
"2006","USA","blacksnakemoan"
"2002","USA","darkblue"
"2007","USA","amightyheart"
"2000","USA","whateverittakes"
"2002","USA","boattrip"
"2002","USA","theimportanceofbeingearnest"
"1998","USA","theloveletter"
"2006","USA","hoot"
"2008","USA","inbruges"
"2013","USA","peeples"
"2008","USA","therocker"
"2009","USA","postgrad"
"2012","USA","promisedland"
"2009","USA","whateverworks"
"2000","USA","theincrowd"
"2005","USA","threeburials"
"1999","USA","jakobtheliar"
"2005","USA","kisskissbangbang"
"1999","USA","idlehands"
"2001","USA","mulhollanddrive"
"2007","USA","bloodandchocolate"
"2010","USA","youwillmeetatalldarkstranger"
"2010","USA","neverletmego"
NA,"USA","thecompany"
"2008","USA","transsiberian"
"1986","USA","theclanofthecavebear"
"1999","USA","crazyinalabama"
"2007","USA","funnygames"
"2014","USA","listening"
"1999","USA","feliciasjourney"
"1927","DEM","metropolis"
"2004","€","districtb13"
"1995","USA","thingstodoindenverwhenyouredead"
"2015","USA","theassassin"
"2001","USA","buffalosoldiers"
"2003","USA","thereturn"
"2008","THB","ongbak2"
"2010","USA","centurion"
"1996","USA","silenttrigger"
"2008","USA","themidnightmeattrain"
"2011","USA","winniemandela"
"2011","USA","thesonofnoone"
"2001","USA","allthequeensmen"
"2007","USA","thegoodnight"
"2008","USA","bathorycountessofblood"
"2013","USA","khumba"
"2014","USA","automata"
"2005","USA","dungeons&dragonswrathofthedragongod"
"2015","USA","chiamatemifrancescoilpapadellagente"
"2009","USA","shinjukuincident"
"2000","USA","pandaemonium"
"1993","USA","groundhogday"
"2015","USA","magicmikexxl"
"1996","USA","romeojuliet"
"2010","€","sarahskey"
"2014","USA","freedom"
"1992","USA","unforgiven"
"2005","USA","manderlay"
"2008","USA","slumdogmillionaire"
"1987","USA","fatalattraction"
"1990","USA","prettywoman"
NA,"USA","toweringinferno"
"1988","AUD","crocodiledundeeii"
"2015","USA","brokenhorses"
"1989","USA","bornonthefourthofjuly"
"1993","USA","coolrunnings"
"2009","USA","mybloodyvalentine"
"2007","USA","stomptheyard"
"1977","USA","thespywholovedme"
NA,"USA","ghosthunters"
"1998","USA","urbanlegend"
"2012","USA","gooddeeds"
"1991","USA","whitefang"
"1999","USA","superstar"
"2011","USA","theironlady"
"2002","USA","jonahaveggietalesmovie"
"1993","USA","poeticjustice"
"2002","USA","allaboutthebenjamins"
"1995","USA","vampireinbrooklyn"
"1977","USA","exorcistiitheheretic"
"2005","USA","anamericanhaunting"
"2003","USA","mybosssdaughter"
"2009","USA","aperfectgetaway"
"2010","USA","ourfamilywedding"
"1998","USA","deadmanoncampus"
"1999","USA","teawithmussolini"
"1996","USA","thinner"
"1977","USA","newyorknewyork"
"1994","USA","crooklyn"
"2007","USA","ithinkilovemywife"
"2001","USA","jasonx"
